booking_id,property_id,booked_at,check_in,check_out,nightly_rate_usd,cleaning_fee_usd,channel,status,guest_country,rating
B0262,P006,2024-05-11,2024-06-01,2024-06-07,58.28,33.0,Direct,completed,Argentina,4.2
B0263,P006,2024-05-17,2024-06-29,2024-07-01,63.09,33.0,Airbnb,cancelled,Uruguay,
B0264,P006,2024-04-10,2024-07-13,2024-07-21,76.76,33.0,Airbnb,completed,Uruguay,4.5
B0265,P006,2024-08-18,2024-08-26,2024-09-03,54.61,33.0,Booking.com,completed,United States,4.4
B0266,P006,2024-05-26,2024-08-24,2024-08-30,57.03,33.0,Airbnb,cancelled,Argentina,
B0267,P006,2024-05-30,2024-08-06,2024-08-09,64.87,33.0,Airbnb,completed,Argentina,4.3
B0268,P006,2024-05-24,2024-08-02,2024-08-06,55.91,33.0,Booking.com,completed,Uruguay,4.5
B0269,P006,2024-07-30,2024-09-05,2024-09-08,63.58,33.0,Booking.com,completed,Brazil,4.9
B0270,P006,2024-08-17,2024-09-11,2024-09-19,64.28,33.0,Airbnb,completed,Spain,4.4
B0271,P006,2024-09-09,2024-10-11,2024-10-18,56.75,33.0,Booking.com,completed,Argentina,4.2
B0272,P006,2024-08-03,2024-10-26,2024-11-03,56.66,33.0,Direct,completed,Chile,5.0
B0273,P006,2024-10-17,2024-11-15,2024-11-21,55.54,33.0,Booking.com,completed,Brazil,4.9
B0274,P006,2024-10-19,2024-12-18,2024-12-25,56.83,33.0,Booking.com,completed,Spain,4.4
B0275,P006,2024-11-27,2025-01-09,2025-01-16,65.34,33.0,Airbnb,completed,Argentina,4.2
B0276,P006,2025-01-14,2025-02-21,2025-03-01,69.06,33.0,Booking.com,completed,Argentina,4.7
B0277,P006,2025-01-16,2025-02-08,2025-02-12,68.1,33.0,Booking.com,completed,United States,4.4
B0278,P006,2025-03-19,2025-04-05,2025-04-08,61.9,33.0,Booking.com,completed,Chile,4.7
B0279,P006,2025-04-02,2025-04-15,2025-04-21,61.22,33.0,Airbnb,completed,United States,4.9
B0280,P006,2025-01-27,2025-04-29,2025-05-05,65.96,33.0,Airbnb,completed,Argentina,4.2
B0281,P006,2025-03-26,2025-05-06,2025-05-10,58.3,33.0,Booking.com,completed,Argentina,4.2
B0282,P006,2025-02-19,2025-05-21,2025-05-23,54.78,33.0,Direct,completed,Chile,4.7
B0283,P006,2025-06-19,2025-06-24,2025-06-29,54.43,33.0,Booking.com,completed,Argentina,5.0
B0284,P006,2025-04-15,2025-06-04,2025-06-06,65.56,33.0,Direct,completed,Uruguay,4.0
B0285,P006,2025-05-04,2025-07-26,2025-08-01,67.2,33.0,Booking.com,completed,Brazil,4.1
B0286,P006,2025-06-17,2025-07-15,2025-07-22,68.16,33.0,Booking.com,completed,Chile,4.1
B0287,P006,2025-04-23,2025-07-04,2025-07-12,64.53,33.0,Airbnb,completed,Argentina,5.0
B0288,P006,2025-07-23,2025-08-06,2025-08-08,62.15,33.0,Direct,completed,Argentina,4.3
B0289,P006,2025-06-20,2025-08-01,2025-08-03,63.16,33.0,Booking.com,completed,Argentina,4.7
B0290,P006,2025-06-27,2025-09-27,2025-10-01,67.12,33.0,Airbnb,completed,Chile,4.6
B0291,P006,2025-08-11,2025-09-17,2025-09-24,67.06,33.0,Booking.com,completed,Chile,4.6
B0292,P006,2025-09-25,2025-10-06,2025-10-14,60.2,33.0,Direct,completed,Argentina,4.7
B0293,P006,2025-10-05,2025-10-14,2025-10-16,59.3,33.0,Booking.com,completed,Argentina,4.3
B0294,P006,2025-10-03,2025-11-12,2025-11-17,54.81,33.0,Airbnb,completed,Chile,4.1
B0295,P006,2025-10-25,2025-12-15,2025-12-23,65.07,33.0,Booking.com,completed,Spain,4.9
B0296,P006,2025-10-13,2025-12-23,2025-12-27,64.92,33.0,Airbnb,completed,Argentina,4.9
B0297,P006,2025-08-29,2025-12-02,2025-12-06,56.02,33.0,Expedia,completed,Argentina,4.1
B0298,P007,2023-10-14,2024-01-03,2024-01-10,60.63,25.5,Airbnb,completed,Brazil,4.2
B0299,P007,2023-11-21,2024-01-19,2024-01-27,56.97,25.5,Direct,completed,Argentina,4.9
B0300,P007,2023-12-05,2024-01-30,2024-02-07,55.0,25.5,Airbnb,completed,United States,4.9
B0301,P007,2024-01-23,2024-02-21,2024-02-28,70.23,25.5,Booking.com,completed,Argentina,4.6
B0302,P007,2024-02-07,2024-02-18,2024-02-25,86.29,25.5,Airbnb,cancelled,Argentina,
B0303,P007,2024-01-24,2024-03-17,2024-03-23,74.82,25.5,Airbnb,completed,Argentina,4.7
B0304,P007,2023-12-17,2024-03-11,2024-03-15,85.74,25.5,Booking.com,completed,Argentina,5.0
B0305,P007,2024-02-17,2024-04-14,2024-04-22,71.39,25.5,Airbnb,cancelled,Spain,
B0306,P007,2024-01-15,2024-04-17,2024-04-21,86.14,25.5,Direct,completed,Brazil,5.0
B0307,P007,2024-02-10,2024-04-14,2024-04-17,86.56,25.5,Airbnb,cancelled,Argentina,
B0308,P007,2024-05-14,2024-05-20,2024-05-28,52.11,25.5,Direct,completed,Argentina,4.1
B0309,P007,2024-04-16,2024-05-11,2024-05-13,57.63,25.5,Booking.com,completed,Chile,4.8
B0310,P007,2024-05-22,2024-05-28,2024-06-03,64.93,25.5,Booking.com,completed,Argentina,4.2
B0311,P007,2024-04-10,2024-05-04,2024-05-11,55.85,25.5,Airbnb,completed,United States,4.1
B0312,P007,2024-03-17,2024-06-08,2024-06-16,55.39,25.5,Booking.com,completed,Uruguay,4.4
B0313,P007,2024-06-05,2024-06-22,2024-06-27,52.9,25.5,Booking.com,completed,Argentina,4.7
B0314,P007,2024-06-09,2024-07-19,2024-07-26,51.01,25.5,Airbnb,completed,Uruguay,4.2
B0315,P007,2024-04-19,2024-07-18,2024-07-23,56.76,25.5,Direct,cancelled,Argentina,
B0316,P007,2024-06-05,2024-08-24,2024-08-29,51.01,25.5,Direct,completed,Spain,4.3
B0317,P007,2024-07-18,2024-08-06,2024-08-14,58.07,25.5,Direct,completed,Argentina,5.0
B0318,P007,2024-06-07,2024-08-29,2024-09-04,56.1,25.5,Airbnb,completed,Argentina,4.9
B0319,P007,2024-07-19,2024-09-07,2024-09-13,72.62,25.5,Booking.com,completed,Chile,4.7
B0320,P007,2024-09-04,2024-09-16,2024-09-24,72.61,25.5,Booking.com,completed,Spain,4.9
B0321,P007,2024-08-17,2024-10-22,2024-10-29,66.89,25.5,Airbnb,completed,Spain,4.9
B0322,P007,2024-08-26,2024-10-03,2024-10-08,59.52,25.5,Airbnb,completed,Chile,4.1
B0323,P007,2024-08-08,2024-10-10,2024-10-14,70.77,25.5,Direct,completed,Argentina,4.9
B0324,P007,2024-09-09,2024-11-19,2024-11-26,70.1,25.5,Booking.com,completed,Brazil,4.0
B0325,P007,2024-09-23,2024-11-09,2024-11-14,67.87,25.5,Airbnb,completed,Argentina,4.8
B0326,P007,2024-08-22,2024-11-16,2024-11-18,71.58,25.5,Booking.com,completed,United States,4.6
B0327,P007,2024-09-18,2024-12-02,2024-12-05,61.14,25.5,Booking.com,cancelled,Argentina,
B0328,P007,2024-10-04,2024-12-20,2024-12-26,54.04,25.5,Airbnb,completed,Argentina,4.8
B0329,P007,2024-10-11,2025-01-06,2025-01-08,59.39,25.5,Booking.com,completed,Argentina,4.2
B0330,P007,2025-02-01,2025-02-27,2025-03-04,83.73,25.5,Expedia,completed,Brazil,4.9
B0331,P007,2024-11-13,2025-02-03,2025-02-11,73.24,25.5,Direct,cancelled,Argentina,
B0332,P007,2024-12-24,2025-03-07,2025-03-13,83.82,25.5,Airbnb,completed,Spain,4.9
B0333,P007,2025-01-06,2025-03-26,2025-03-29,76.5,25.5,Direct,completed,Brazil,4.9
B0334,P007,2025-02-18,2025-04-16,2025-04-20,86.83,25.5,Booking.com,completed,Argentina,4.3
B0335,P007,2025-02-01,2025-04-21,2025-04-24,74.15,25.5,Direct,completed,United States,4.1
B0336,P007,2025-02-01,2025-04-05,2025-04-12,83.67,25.5,Airbnb,completed,Argentina,4.3
B0337,P007,2025-01-31,2025-04-26,2025-05-01,75.78,25.5,Airbnb,completed,Argentina,4.4
B0338,P007,2025-04-05,2025-05-08,2025-05-13,57.97,25.5,Airbnb,completed,Argentina,4.0
B0339,P007,2025-05-08,2025-05-14,2025-05-22,54.06,25.5,Booking.com,cancelled,Spain,
B0340,P007,2025-05-03,2025-06-23,2025-06-30,56.0,25.5,Airbnb,completed,Argentina,4.8
B0341,P007,2025-05-23,2025-06-05,2025-06-12,64.28,25.5,Booking.com,completed,Argentina,4.4
B0342,P007,2025-05-23,2025-06-14,2025-06-18,61.83,25.5,Booking.com,completed,Argentina,4.2
B0343,P007,2025-06-11,2025-07-02,2025-07-07,58.73,25.5,Expedia,completed,Chile,4.7
B0344,P007,2025-07-09,2025-07-29,2025-08-01,52.0,25.5,Airbnb,completed,Argentina,4.7
B0345,P007,2025-04-28,2025-07-18,2025-07-26,61.72,25.5,Expedia,completed,Argentina,4.5
B0346,P007,2025-06-18,2025-09-15,2025-09-23,69.7,25.5,Direct,completed,Argentina,4.2
B0347,P007,2025-09-23,2025-10-12,2025-10-19,70.03,25.5,Airbnb,completed,Argentina,4.3
B0348,P007,2025-08-14,2025-10-05,2025-10-12,66.33,25.5,Direct,completed,Brazil,4.2
B0349,P007,2025-10-16,2025-11-14,2025-11-22,74.7,25.5,Airbnb,completed,Argentina,4.0
B0350,P007,2025-08-21,2025-11-11,2025-11-18,68.12,25.5,Airbnb,cancelled,Spain,
B0351,P007,2025-10-07,2025-11-07,2025-11-13,71.92,25.5,Booking.com,completed,Brazil,4.5
B0352,P007,2025-11-25,2025-12-23,2025-12-26,63.83,25.5,Direct,completed,Uruguay,4.1
B0353,P007,2025-10-05,2025-12-26,2025-12-31,62.34,25.5,Booking.com,completed,Argentina,4.4
B0354,P008,2023-10-26,2024-01-17,2024-01-19,103.82,40.5,Airbnb,completed,Argentina,4.0
B0355,P008,2023-12-04,2024-02-17,2024-02-19,160.06,40.5,Direct,completed,Argentina,4.4
B0356,P008,2024-02-19,2024-02-22,2024-02-26,159.97,40.5,Direct,completed,Argentina,4.7
B0357,P008,2023-11-29,2024-02-06,2024-02-11,142.94,40.5,Airbnb,completed,Argentina,4.1
B0358,P008,2023-12-15,2024-03-06,2024-03-14,133.41,40.5,Airbnb,completed,Brazil,4.2
B0359,P008,2024-02-25,2024-04-03,2024-04-08,156.28,40.5,Expedia,completed,Brazil,4.6
B0360,P008,2024-03-04,2024-04-20,2024-04-28,166.17,40.5,Airbnb,completed,Brazil,4.6
B0361,P008,2024-04-05,2024-05-14,2024-05-17,120.32,40.5,Airbnb,completed,Spain,4.9
B0362,P008,2024-04-09,2024-05-02,2024-05-09,124.66,40.5,Airbnb,completed,Brazil,4.6
B0363,P008,2024-05-24,2024-06-12,2024-06-14,111.7,40.5,Airbnb,completed,Argentina,4.9
B0364,P008,2024-04-28,2024-06-04,2024-06-10,116.29,40.5,Direct,completed,Argentina,4.6
B0365,P008,2024-06-17,2024-06-28,2024-06-30,125.77,40.5,Booking.com,cancelled,Argentina,
B0366,P008,2024-05-03,2024-07-21,2024-07-26,110.59,40.5,Airbnb,completed,Chile,4.1
B0367,P008,2024-05-28,2024-07-03,2024-07-10,118.89,40.5,Booking.com,completed,Argentina,4.1
B0368,P008,2024-07-14,2024-07-30,2024-08-07,123.71,40.5,Airbnb,completed,Chile,4.4
B0369,P008,2024-08-04,2024-08-16,2024-08-20,103.15,40.5,Booking.com,completed,Argentina,4.2
B0370,P008,2024-05-12,2024-08-08,2024-08-10,116.46,40.5,Airbnb,completed,Uruguay,4.2
B0371,P008,2024-07-18,2024-08-20,2024-08-28,108.89,40.5,Airbnb,completed,Brazil,4.6
B0372,P008,2024-07-13,2024-09-19,2024-09-21,134.18,40.5,Airbnb,cancelled,Argentina,
B0373,P008,2024-07-24,2024-09-23,2024-09-27,114.68,40.5,Airbnb,completed,Chile,4.0
B0374,P008,2024-08-05,2024-09-01,2024-09-08,139.13,40.5,Airbnb,completed,Argentina,5.0
B0375,P008,2024-07-11,2024-09-08,2024-09-10,139.65,40.5,Booking.com,completed,Argentina,4.2
B0376,P008,2024-07-31,2024-10-25,2024-10-29,126.94,40.5,Airbnb,cancelled,Argentina,
B0377,P008,2024-08-12,2024-11-15,2024-11-17,120.87,40.5,Booking.com,completed,Uruguay,4.4
B0378,P008,2024-10-21,2024-11-17,2024-11-19,136.75,40.5,Airbnb,cancelled,Argentina,
B0379,P008,2025-01-13,2025-01-25,2025-01-30,111.96,40.5,Airbnb,completed,Argentina,4.2
B0380,P008,2024-11-18,2025-01-16,2025-01-23,101.64,40.5,Booking.com,completed,Argentina,4.9
B0381,P008,2024-11-22,2025-02-11,2025-02-19,160.19,40.5,Booking.com,completed,Argentina,5.0
B0382,P008,2025-01-28,2025-03-11,2025-03-16,163.08,40.5,Direct,cancelled,Argentina,
B0383,P008,2025-02-03,2025-03-08,2025-03-15,166.8,40.5,Airbnb,completed,Argentina,4.8
B0384,P008,2025-02-20,2025-03-22,2025-03-29,133.28,40.5,Airbnb,completed,Argentina,4.5
B0385,P008,2025-02-08,2025-03-30,2025-04-05,134.04,40.5,Airbnb,completed,Argentina,4.7
B0386,P008,2025-04-07,2025-05-22,2025-05-29,123.55,40.5,Expedia,completed,Chile,4.4
B0387,P008,2025-04-25,2025-05-03,2025-05-06,105.34,40.5,Expedia,completed,Argentina,4.4
B0388,P008,2025-05-05,2025-05-14,2025-05-18,102.74,40.5,Booking.com,completed,Argentina,4.3
B0389,P008,2025-05-11,2025-06-29,2025-07-05,111.3,40.5,Airbnb,completed,Brazil,4.3
B0390,P008,2025-03-15,2025-06-12,2025-06-20,124.32,40.5,Direct,completed,Brazil,4.6
B0391,P008,2025-05-05,2025-06-04,2025-06-11,115.7,40.5,Airbnb,completed,Brazil,5.0
B0392,P008,2025-05-20,2025-07-18,2025-07-20,105.83,40.5,Booking.com,completed,Chile,4.3
B0393,P008,2025-05-14,2025-07-21,2025-07-28,110.99,40.5,Direct,completed,Argentina,4.9
B0394,P008,2025-05-24,2025-08-12,2025-08-19,114.4,40.5,Airbnb,completed,United States,4.9
B0395,P008,2025-07-16,2025-08-20,2025-08-25,107.26,40.5,Airbnb,completed,Uruguay,4.5
B0396,P008,2025-06-18,2025-08-04,2025-08-06,101.33,40.5,Airbnb,completed,Argentina,4.6
B0397,P008,2025-07-06,2025-09-12,2025-09-19,138.28,40.5,Booking.com,completed,United States,4.4
B0398,P008,2025-08-22,2025-09-03,2025-09-10,117.73,40.5,Booking.com,completed,Argentina,4.7
B0399,P008,2025-08-08,2025-10-22,2025-10-25,145.99,40.5,Airbnb,completed,Argentina,4.3
B0400,P008,2025-09-09,2025-10-19,2025-10-22,142.31,40.5,Direct,completed,Argentina,4.4
B0401,P008,2025-09-08,2025-11-28,2025-12-05,119.47,40.5,Direct,completed,Argentina,4.1
B0402,P008,2025-10-06,2025-12-05,2025-12-07,114.18,40.5,Booking.com,completed,Argentina,4.8
B0403,P008,2025-10-12,2025-12-08,2025-12-10,117.8,40.5,Booking.com,completed,Argentina,4.3
B0404,P008,2025-10-18,2025-12-24,2025-12-31,108.04,40.5,Direct,completed,Argentina,4.2
B0405,P008,2025-09-07,2025-12-10,2025-12-15,108.35,40.5,Expedia,completed,Argentina,4.6
B0406,P009,2024-05-22,2024-05-26,2024-06-02,85.8,33.0,Airbnb,completed,Argentina,4.1
B0407,P009,2024-03-06,2024-05-09,2024-05-12,74.78,33.0,Booking.com,completed,Argentina,5.0
B0408,P009,2024-04-28,2024-05-18,2024-05-24,83.47,33.0,Airbnb,completed,Chile,4.1
B0409,P009,2024-05-02,2024-06-26,2024-07-01,74.55,33.0,Expedia,completed,Uruguay,4.6
B0410,P009,2024-03-10,2024-06-12,2024-06-15,75.0,33.0,Booking.com,completed,Argentina,4.8
B0411,P009,2024-06-09,2024-06-17,2024-06-25,75.01,33.0,Airbnb,completed,Spain,4.5
B0412,P009,2024-06-17,2024-07-17,2024-07-24,84.3,33.0,Airbnb,completed,Chile,4.3
B0413,P009,2024-05-22,2024-07-28,2024-07-31,79.22,33.0,Booking.com,completed,Brazil,4.5
B0414,P009,2024-06-15,2024-07-10,2024-07-15,69.82,33.0,Direct,completed,Brazil,4.1
B0415,P009,2024-07-18,2024-08-30,2024-09-01,74.67,33.0,Expedia,completed,Argentina,4.0
B0416,P009,2024-07-08,2024-08-07,2024-08-14,80.27,33.0,Airbnb,completed,Chile,4.8
B0417,P009,2024-08-02,2024-09-27,2024-10-03,97.25,33.0,Airbnb,completed,Argentina,4.3
B0418,P009,2024-06-23,2024-09-13,2024-09-21,95.24,33.0,Airbnb,completed,Argentina,4.6
B0419,P009,2024-08-13,2024-09-07,2024-09-12,90.48,33.0,Booking.com,completed,Argentina,4.3
B0420,P009,2024-10-16,2024-10-29,2024-11-03,93.29,33.0,Airbnb,completed,Argentina,4.3
B0421,P009,2024-10-09,2024-10-18,2024-10-23,99.71,33.0,Expedia,completed,Argentina,4.6
B0422,P009,2024-11-05,2024-11-22,2024-11-24,99.62,33.0,Direct,completed,Argentina,4.3
B0423,P009,2024-08-30,2024-11-17,2024-11-19,86.3,33.0,Airbnb,completed,Argentina,4.8
B0424,P009,2024-10-05,2024-11-03,2024-11-07,96.96,33.0,Direct,completed,United States,4.8
B0425,P009,2024-10-29,2024-12-17,2024-12-19,80.47,33.0,Booking.com,cancelled,Argentina,
B0426,P009,2024-12-07,2024-12-19,2024-12-21,76.44,33.0,Booking.com,completed,United States,4.9
B0427,P009,2024-11-07,2025-01-30,2025-02-04,70.32,33.0,Booking.com,cancelled,Brazil,
B0428,P009,2025-01-15,2025-01-24,2025-01-31,81.39,33.0,Expedia,cancelled,Chile,
B0429,P009,2024-12-05,2025-02-19,2025-02-25,114.78,33.0,Direct,completed,Argentina,5.0
B0430,P009,2025-01-10,2025-03-13,2025-03-16,116.95,33.0,Booking.com,completed,Chile,4.4
B0431,P009,2025-02-15,2025-03-25,2025-03-28,119.43,33.0,Booking.com,completed,Spain,4.2
B0432,P009,2025-02-04,2025-03-18,2025-03-24,97.5,33.0,Booking.com,completed,Uruguay,4.4
B0433,P009,2025-02-01,2025-03-10,2025-03-13,115.45,33.0,Direct,completed,United States,4.3
B0434,P009,2025-02-09,2025-04-16,2025-04-18,112.02,33.0,Booking.com,completed,Uruguay,4.9
B0435,P009,2025-02-28,2025-04-28,2025-05-05,107.38,33.0,Direct,completed,Brazil,4.1
B0436,P009,2025-03-29,2025-04-10,2025-04-14,121.98,33.0,Booking.com,completed,Argentina,4.1
B0437,P009,2025-03-02,2025-04-08,2025-04-14,106.61,33.0,Booking.com,cancelled,Brazil,
B0438,P009,2025-03-14,2025-05-27,2025-06-01,88.06,33.0,Direct,completed,Brazil,4.3
B0439,P009,2025-05-30,2025-06-09,2025-06-16,74.86,33.0,Direct,completed,Brazil,4.2
B0440,P009,2025-05-25,2025-06-18,2025-06-22,84.19,33.0,Booking.com,completed,Spain,4.9
B0441,P009,2025-05-09,2025-06-28,2025-07-05,83.73,33.0,Airbnb,completed,Argentina,4.7
B0442,P009,2025-03-28,2025-06-02,2025-06-09,78.58,33.0,Booking.com,completed,Uruguay,4.2
B0443,P009,2025-06-10,2025-07-16,2025-07-24,78.71,33.0,Booking.com,completed,Brazil,4.1
B0444,P009,2025-05-15,2025-07-28,2025-08-02,70.12,33.0,Booking.com,completed,United States,4.8
B0445,P009,2025-05-25,2025-08-07,2025-08-10,72.11,33.0,Direct,completed,Argentina,4.5
B0446,P009,2025-08-29,2025-09-27,2025-09-30,99.79,33.0,Airbnb,completed,Chile,4.7
B0447,P009,2025-08-01,2025-09-09,2025-09-16,96.19,33.0,Airbnb,completed,Spain,4.7
B0448,P009,2025-07-28,2025-09-23,2025-09-26,105.04,33.0,Booking.com,completed,Argentina,4.2
B0449,P009,2025-07-11,2025-09-18,2025-09-20,102.66,33.0,Booking.com,completed,Argentina,4.5
B0450,P009,2025-07-13,2025-10-01,2025-10-05,94.48,33.0,Direct,completed,Argentina,4.8
B0451,P009,2025-09-22,2025-10-08,2025-10-10,90.27,33.0,Airbnb,completed,Brazil,4.5
B0452,P009,2025-08-26,2025-11-13,2025-11-17,81.72,33.0,Direct,completed,Chile,4.1
B0453,P009,2025-11-02,2025-11-21,2025-11-26,91.08,33.0,Airbnb,completed,Argentina,4.4
B0454,P009,2025-09-07,2025-11-04,2025-11-12,91.95,33.0,Booking.com,completed,Chile,4.5
B0455,P009,2025-10-11,2025-11-26,2025-12-01,102.79,33.0,Booking.com,completed,Argentina,4.6
B0456,P009,2025-09-01,2025-12-03,2025-12-11,78.01,33.0,Airbnb,completed,Chile,4.4
B0457,P009,2025-11-11,2025-12-14,2025-12-19,70.57,33.0,Direct,completed,Argentina,4.5
B0458,P009,2025-12-08,2025-12-22,2025-12-29,70.99,33.0,Direct,completed,Chile,4.5
B0459,P010,2023-10-27,2024-01-24,2024-01-27,131.53,33.0,Expedia,completed,Brazil,5.0
B0460,P010,2023-10-09,2024-01-02,2024-01-07,153.1,33.0,Airbnb,completed,Argentina,4.6
B0461,P010,2023-11-10,2024-01-30,2024-02-02,146.28,33.0,Booking.com,completed,Chile,4.6
B0462,P010,2023-11-14,2024-02-05,2024-02-08,144.5,33.0,Direct,completed,Chile,4.6
B0463,P010,2023-12-06,2024-02-13,2024-02-15,145.17,33.0,Expedia,completed,Chile,4.2
B0464,P010,2024-01-15,2024-03-12,2024-03-17,121.61,33.0,Booking.com,completed,Uruguay,4.6
B0465,P010,2024-02-15,2024-03-21,2024-03-25,106.53,33.0,Expedia,completed,Argentina,4.9
B0466,P010,2024-01-27,2024-04-14,2024-04-20,108.88,33.0,Booking.com,completed,Uruguay,4.6
B0467,P010,2024-03-10,2024-04-29,2024-05-01,114.14,33.0,Direct,cancelled,Argentina,
B0468,P010,2024-02-02,2024-04-27,2024-05-02,101.31,33.0,Direct,completed,Brazil,4.2
B0469,P010,2024-04-20,2024-04-24,2024-04-26,112.34,33.0,Booking.com,completed,Spain,4.4
B0470,P010,2024-02-12,2024-05-08,2024-05-11,121.47,33.0,Expedia,completed,Argentina,4.8
B0471,P010,2024-05-09,2024-06-28,2024-07-06,197.28,33.0,Airbnb,completed,Brazil,4.2
B0472,P010,2024-03-14,2024-06-14,2024-06-17,190.0,33.0,Direct,completed,Brazil,4.3
B0473,P010,2024-05-21,2024-07-13,2024-07-21,168.81,33.0,Direct,completed,Uruguay,4.4
B0474,P010,2024-04-28,2024-07-21,2024-07-27,201.52,33.0,Airbnb,completed,Argentina,4.3
B0475,P010,2024-05-17,2024-07-29,2024-08-06,193.39,33.0,Expedia,completed,Argentina,5.0
B0476,P010,2024-05-30,2024-08-28,2024-09-05,194.7,33.0,Airbnb,completed,Chile,4.3
B0477,P010,2024-05-06,2024-08-07,2024-08-12,187.19,33.0,Airbnb,completed,Argentina,4.7
B0478,P010,2024-07-16,2024-09-05,2024-09-11,105.78,33.0,Booking.com,completed,Argentina,4.9
B0479,P010,2024-08-08,2024-09-17,2024-09-23,120.85,33.0,Direct,completed,Argentina,4.1
B0480,P010,2024-11-06,2024-11-09,2024-11-15,128.92,33.0,Airbnb,completed,Argentina,4.7
B0481,P010,2024-10-01,2024-11-05,2024-11-09,115.51,33.0,Direct,completed,United States,4.7
B0482,P010,2024-08-28,2024-11-27,2024-12-01,101.25,33.0,Airbnb,completed,Uruguay,4.8
B0483,P010,2024-10-18,2024-12-16,2024-12-23,162.08,33.0,Direct,cancelled,Chile,
B0484,P010,2024-10-19,2025-01-16,2025-01-20,134.53,33.0,Direct,completed,Argentina,4.7
B0485,P010,2024-12-24,2025-01-25,2025-01-29,163.35,33.0,Booking.com,completed,Uruguay,4.3
B0486,P010,2025-01-03,2025-02-25,2025-03-01,138.2,33.0,Airbnb,completed,Argentina,4.3
B0487,P010,2025-01-29,2025-03-28,2025-04-04,104.59,33.0,Airbnb,completed,Chile,4.1
B0488,P010,2025-03-02,2025-03-13,2025-03-20,106.68,33.0,Direct,cancelled,Uruguay,
B0489,P010,2025-03-11,2025-03-25,2025-03-28,124.35,33.0,Airbnb,cancelled,Brazil,
B0490,P010,2025-03-02,2025-04-24,2025-04-28,110.35,33.0,Direct,completed,Uruguay,4.8
B0491,P010,2025-04-04,2025-04-08,2025-04-15,121.22,33.0,Booking.com,completed,Argentina,4.8
B0492,P010,2025-03-31,2025-05-16,2025-05-23,117.2,33.0,Direct,completed,Argentina,4.5
B0493,P010,2025-03-25,2025-05-26,2025-06-01,113.2,33.0,Airbnb,completed,Argentina,4.2
B0494,P010,2025-02-05,2025-05-05,2025-05-12,103.18,33.0,Airbnb,completed,Spain,4.8
B0495,P010,2025-05-23,2025-06-03,2025-06-08,200.14,33.0,Airbnb,completed,Argentina,4.1
B0496,P010,2025-05-01,2025-06-26,2025-07-02,182.25,33.0,Booking.com,completed,Argentina,4.2
B0497,P010,2025-04-06,2025-06-22,2025-06-26,161.12,33.0,Booking.com,completed,Argentina,4.6
B0498,P010,2025-06-02,2025-06-09,2025-06-12,166.34,33.0,Expedia,completed,Chile,4.3
B0499,P010,2025-04-28,2025-07-19,2025-07-27,201.97,33.0,Direct,completed,Chile,4.7
B0500,P010,2025-07-03,2025-07-27,2025-07-30,170.94,33.0,Airbnb,completed,Brazil,4.3
B0501,P010,2025-06-03,2025-07-08,2025-07-16,174.37,33.0,Airbnb,completed,Argentina,4.5
B0502,P010,2025-05-20,2025-07-30,2025-08-06,186.9,33.0,Airbnb,completed,Brazil,4.4
B0503,P010,2025-05-28,2025-08-15,2025-08-18,177.85,33.0,Booking.com,completed,Argentina,4.4
B0504,P010,2025-07-25,2025-08-06,2025-08-08,202.91,33.0,Airbnb,completed,Brazil,4.6
B0505,P010,2025-08-07,2025-09-21,2025-09-27,114.89,33.0,Airbnb,cancelled,Argentina,
B0506,P010,2025-08-27,2025-09-26,2025-09-29,116.0,33.0,Booking.com,completed,Brazil,4.9
B0507,P010,2025-07-27,2025-09-17,2025-09-25,112.91,33.0,Expedia,completed,United States,4.9
B0508,P010,2025-09-23,2025-10-18,2025-10-21,112.69,33.0,Direct,completed,Brazil,4.9
B0509,P010,2025-08-21,2025-10-09,2025-10-11,120.75,33.0,Airbnb,completed,Brazil,4.8
B0510,P010,2025-08-05,2025-10-13,2025-10-15,127.64,33.0,Expedia,completed,Argentina,4.0
B0511,P010,2025-10-17,2025-11-29,2025-12-02,111.72,33.0,Direct,completed,Argentina,4.2
B0512,P010,2025-10-11,2025-12-20,2025-12-25,152.25,33.0,Booking.com,completed,Argentina,5.0
B0513,P010,2025-09-10,2025-12-07,2025-12-11,169.0,33.0,Expedia,completed,Chile,4.6
B0514,P011,2024-01-02,2024-01-15,2024-01-19,144.93,33.0,Airbnb,completed,Argentina,4.5
B0515,P011,2024-01-13,2024-01-24,2024-02-01,125.02,33.0,Booking.com,completed,United States,4.7
B0516,P011,2023-12-25,2024-01-13,2024-01-15,131.17,33.0,Booking.com,completed,United States,4.6
B0517,P011,2023-10-20,2024-01-01,2024-01-06,129.67,33.0,Airbnb,completed,Brazil,4.1
B0518,P011,2023-12-09,2024-02-12,2024-02-16,118.29,33.0,Airbnb,cancelled,Argentina,
B0519,P011,2024-02-25,2024-03-28,2024-03-30,98.22,33.0,Airbnb,completed,Argentina,4.1
B0520,P011,2024-01-14,2024-04-09,2024-04-11,95.95,33.0,Expedia,completed,Brazil,4.3
B0521,P011,2024-02-20,2024-04-29,2024-05-05,106.43,33.0,Booking.com,completed,Uruguay,4.0
B0522,P011,2024-03-16,2024-05-19,2024-05-24,99.97,33.0,Airbnb,completed,Argentina,4.1
B0523,P011,2024-02-04,2024-05-05,2024-05-09,91.3,33.0,Direct,completed,Chile,4.4
